title,news,img-url,category,summery,opinion 
Iran says it's prepared for dialogue if Saudi Arabia also ready,"
GENEVA (Reuters) - Iran is prepared for dialogue if Saudi Arabia is also ready, Iranian Foreign Minister Mohammad Javad Zarif said on Wednesday, according to the IRIB news agency.
Tensions have spiked between Iran and Saudi Arabia, arch-rivals for predominance in the Middle East, since Riyadh accused the Islamic Republic of carrying out attacks that damaged six oil tankers in the Gulf, an allegation Tehran has denied.
""If Saudi Arabia is ready for dialogue, we are always ready for dialogue with our neighbours,"" Zarif said. ""We have never closed the door to dialogue with our neighbours and we will never close the door to dialogue with our neighbours.""
The attacks on the oil tankers came as the United States, Saudi Arabia s major big power ally, toughened sanctions on Iran in a bid to force it into negotiations on stricter limits to its nuclear activity and curbs on its ballistic missile programme.
Saudi Arabia’s crown prince and de facto ruler, Mohammed bin Salman, called in mid-June on the international community to take a “decisive stand” over the tanker attacks but said the kingdom did not want a war in the region.
Zarif also said Iran could hold similar talks with the United Arab Emirates (UAE), a close ally of the Saudis, adding, ""If they change their policies it is a very good opportunity for dialogue"".
Iran had maritime security talks on Tuesday with the UAE in an apparent bid to calm tensions in the Gulf, though a Gulf Arab official described the discussions as routine and technical.",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/503063_32530906.jpg,world,"Zarif also said Iran could hold similar talks with the United Arab Emirates (UAE), a close ally of the Saudis, adding, ""If they change their policies it is a very good opportunity for dialogue"".",neutral
"Afghanistan names team to talk to Taliban, expecting swift US deal to leave","
KABUL (Reuters) - The Afghan government named a team on Wednesday to negotiate directly with the Taliban, in the expectation that Washington was on the cusp of agreeing to withdraw troops after 18 years of war, meeting the insurgents  precondition for talks with Kabul.
The U.S. special representative for Afghanistan peace talks, Zalmay Khalilzad, tweeted that he was on his way to negotiation venue Qatar, ready to close a deal to end the war that began in 2001 after the September 11 attacks on the United States.
""I m off to Doha, with a stop in Islamabad. In Doha, if the Taliban do their part, we will do ours, and conclude the agreement we have been working on,"" Khalilzad said.
Suhail Shaheen, a spokesman for Taliban s political office in Doha said: ""We have completed consultations with our leaders regarding the talks with the U.S, now we are ready and waiting for him (Khalilzad) to restart the talks.""
Khalilzad, an Afghan-born veteran American diplomat, was appointed last year to negotiate a political settlement with the Taliban, who now control more territory than at any point since the United States bombed them out of power in 2001.
They have said they will not talk with the Afghan government about the future of the country until Washington agrees to withdraw its troops.
Khalilzad has been in Kabul, where he met President Ashraf Ghani, top security officials, senior opposition leaders, diplomats and civil society members to discuss the peace process before striking a deal with the Taliban.
""Wrapping up my most productive visit to Afghanistan since I took this job as Special Rep. The U.S. and Afghanistan have agreed on next steps,"" he said on Twitter.
Two sources with knowledge of the talks said they could conclude with an agreement on the withdrawal of foreign forces in exchange for security guarantees by the Taliban.
Afghanistan s ministry of peace appointed a 15-member delegation on Wednesday to negotiate with the Taliban. An official at the ministry said Norway could be the venue for intra-Afghan talks.
About 20,000 foreign troops, most of them American, are now in Afghanistan as part of a U.S.-led NATO mission to train, assist and advise Afghan forces. Some U.S. forces carry out counter-terrorism operations. President Donald Trump has announced his aim to end the war.
Taliban spokesman Zabihullah Mujahid said some senior members of its negotiating team were traveling to the Indonesian capital Jakarta, and talks with U.S. officials would resume after they returned to Doha. ""I can t say when the talks with the United States will start,"" he said.
 

FEARS

Many Afghans fear a U.S. troop withdrawal announcement will weaken their bargaining power with the hardline Islamist group, which aims to re-establish an Islamic emirate to replace an elected government it dismisses as puppets of foreign forces.
Women s rights groups in particular worry about the fate of women and girls in the event of a return of the Taliban, who banned girls  education and imposed severe restrictions on women s rights to work outside the home.
Last week the Taliban said talks with the Afghan government would come only after a deal had been struck with the United States on the departure of its forces.
At the peak of the conflict nearly a decade ago, the United States had 100,000 troops in Afghanistan leading a 130,000-strong international force to prevent the Taliban from returning to power. More than 3,400 foreign troops died there, including more than 2,300 Americans.
The United Nations has tallied the deaths of more than 33,000 civilians in the war since 2009, including 1,300 in the first six months of this year. Tens of thousands of members of the Afghan security forces and an unknown number of insurgents have also died in the conflict.",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/503062_83791933.jpg,world,Last week the Taliban said talks with the Afghan government would come only after a deal had been struck with the United States on the departure of its forces.,neutral
Indian coffee king's body found,"
BANGALORE (AFP) - The body of billionaire Indian coffee magnate V.G. Siddhartha was found by a river in southern India on Wednesday, a day after a letter revealed his concerns over deep financial problems and perceived harassment from tax authorities.
The discovery by fishermen ended a two-day search for the founder of the Cafe Coffee Day empire, after he was last seen by his driver walking across a bridge in the city of Mangalaru.
Politicians and business figures called immediately for a probe into Siddhartha’s death, as well as the allegations in his letter of harassment from lenders and tax authorities.
""The government should hold a proper investigation into his tragic death,"" former prime minister H.D. Deve Gowda said on Twitter as he expressed ""shock"".
A call for an independent inquiry was raised in parliament by opposition Congress MP Manish Tewari.
Siddhartha -- whose family had been in the coffee business for 130 years -- opened his first Cafe Coffee Day store in 1996 and went on to become one of the world’s biggest coffee traders.
He owned Asia’s biggest coffee plantation and his company was India’s biggest coffee exporter.
The chain has more than 1,700 stores, mainly in India, but also in Malaysia, Egypt, Czech Republic and Austria, employing more than 30,000 people.
Its shares slumped by 20 percent for the second straight day on Wednesday as news of the body was released.

‘Unbearable stress’ 


Police said Siddhartha, aged about 59, left Bangalore late Monday, telling his family he was going to a hill resort but instead asked his driver to take him to Mangaluru.
He ordered the driver to stop the car and started walking along a bridge as he talked to someone on his phone before disappearing, according to police.
Fishermen finally found his body early Wednesday on a river bank, according to police.
Siddhartha’s empire came under increasing pressure after tax authorities launched raids on company offices in 2017.
In a letter to the Cafe Coffee Day board, the 57-year-old chairman had admitted mistakes in handling his financial affairs.
But he said he had suffered pressure from lenders and Indian tax authorities.
""I am very sorry to let down all the people that put their trust in me,"" said the letter, which was released by the company as it held an emergency board meeting on Tuesday.
""I fought for a long time but today I have given up as I could not take any more pressure from one of the private equity partners forcing me to buy back shares.""
Siddhartha said he had faced ""a lot of harassment"" from the Indian tax authorities.
""My intention was never to cheat or mislead anybody, I have failed as an entrepreneur,"" he said.
Kiran Mazumdar Shaw, head of Biocon, one of Asia’s leading bio-pharmaceutical companies, said Siddhartha appeared to be under ""unbearable stress"" and the circumstances should be investigated. ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/503009_45518366.jpg,world,"""I am very sorry to let down all the people that put their trust in me,"" said the letter, which was released by the company as it held an emergency board meeting on Tuesday.",neutral
"Top diplomats from S. Korea, Japan to hold talks: Seoul","
SEOUL (AFP) - The foreign ministers of South Korea and Japan will meet this week, Seoul said Wednesday, as a long-running diplomatic row develops into a bitter trade spat between the two US allies.
Japan this month unveiled tough restrictions on exports of chemicals vital to Seoul’s world-leading chip and smartphone industry, in an escalation of a decades-long dispute over Japanese forced labour during World War II.
Tokyo has also threatened to remove South Korea from its ""white list"" trade status as early as Friday, in a move that could affect hundreds of key items imported to the South.
Seoul’s foreign minister Kang Kyung-wha is due to meet her Japanese counterpart Taro Kono on Thursday in Bangkok on the sidelines of a regional foreign ministers’ meeting, the South’s foreign ministry said.
It did not elaborate on what will be discussed at the talks, which will be their first since Japan’s announcement.
Tokyo’s latest move has enraged South Koreans, where almost seven in 10 people still report negative feelings towards the country’s former colonial ruler.
South Koreans have launched a nationwide boycott of Japanese products ranging from beer and clothes to cosmetics, and the country’s top two air carriers - Korean Air and Asiana - have announced cuts in flights to Japan due to falling in demand.
Japan and South Korea are both democracies, market economies and US allies, but their relationship has been strained for decades as a result of Tokyo’s brutal 1910-45 colonial rule over the Korean peninsula.
Ties have worsened since last year following a series of rulings from South Korean courts ordering Japanese firms that used wartime forced labour to compensate victims.
Tokyo argues that compensation claims related to the issue were settled by the treaty that normalised relations in 1965, which included a reparations package of grants and cheap loans. ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502993_32647159.jpg,world,"
SEOUL (AFP) - The foreign ministers of South Korea and Japan will meet this week, Seoul said Wednesday, as a long-running diplomatic row develops into a bitter trade spat between the two US allies.",neutral
Indian troops martyr three more youth in occupied Kashmir,"
SRINAGAR (Web Desk): In occupied Kashmir, Indian troops in their fresh act of state terrorism martyred three more Kashmiri youth in Bandipora district.

The troops martyred the youth during a violent military operation at Baktur in Gurez area of the district. An Indian army officer while confirming the killing said that the operation was still going on in the area.

The occupation authorities have snapped mobile internet services in the district.

Meanwhile, dead body of a 35-year-old man, Abdul Gani Wagay, was found at Yar Kalampora in Shadimarg area of Pulwama district, today (Wednesday).

Reports said that some locals spotted the body at Yar Kalampora and immediately informed the police. ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502986_40933600.jpg,world,An Indian army officer while confirming the killing said that the operation was still going on in the area.,neutral
Trump suggests Baltimore 'worse than Honduras',"
WASHINGTON (AFP) - US President Donald Trump once again attacked the city of Baltimore Tuesday, suggesting that violent crime there is worse than in Honduras, a Central American country with one of the world’s highest homicide rates outside a war zone.
""Baltimore happens to be about the worst case,"" Trump said in an interview with The Washington Post.
""If you look at it statistically, it’s like, the number of shootings, the number of crimes, the number of everything - this morning I heard a statistic, Baltimore is worse than Honduras, okay?""
Trump provoked accusations of racism when he lashed out at the majority black, Democratic-led city on Sunday by attacking prominent African-American lawmaker Elijah Cummings, whose district covers much of Baltimore.
According to FBI data from 2017, the latest full-year figures available, Baltimore had a per capita murder rate of 55.8 per 100,000 population, which was less than that of St Louis, Missouri.
Baltimore, near Washington, has slightly more than 600,000 residents.
Honduras, a country of more than nine million, registered 41.2 homicides per 100,000 inhabitants in 2018, with one of its cities, San Pedro Sula, named as among the world’s most violent cities in a report last November by the Inter-American Development Bank (IDB).
San Pedro Sula had a murder rate of more than 80 per 100,000, the report said. ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502971_32583434.jpg,world,"
WASHINGTON (AFP) - US President Donald Trump once again attacked the city of Baltimore Tuesday, suggesting that violent crime there is worse than in Honduras, a Central American country with one of the world’s highest homicide rates outside a war zone.",neutral
"Afghanistan highway blast kills at least 34 on bus, injures 17","
KABUL (Reuters) - An explosion on Wednesday hit a bus traveling on a highway between two key cities in western Afghanistan, killing at least 34 passengers, including children, and injuring 17, officials said.

Security has been deteriorating across Afghanistan, with the Taliban and Islamic State fighters mounting near-daily attacks on Afghan forces, government employees and civilians.

The blast on the highway linking the provincial capitals of Herat and Kandahar took place in the Ab Khorma area of Farah province, said provincial police spokesman Mohibullah Mohib.

“The bomb was freshly planted by the Taliban insurgents to target Afghan and foreign security forces,” he said.

Taliban officials were not immediately available to comment on the statement and there was no immediate claim of responsibility for the attack.

Government and aid officials say the numbers of those being killed and maimed is rising because of explosives newly planted by the Taliban, who now control more territory than at any point since their ouster nearly 18 years ago.

Wednesday’s blast comes ahead of presidential elections next month, when U.S. officials and Taliban representatives are also due to resume talks to agree a timetable for the withdrawal of foreign forces in exchange for security guarantees.",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502969_88887776.jpg,world,"Security has been deteriorating across Afghanistan, with the Taliban and Islamic State fighters mounting near-daily attacks on Afghan forces, government employees and civilians.",neutral
Outraged Hong Kong's civil servants voice rare dissent,"
HONG KONG (AFP) - Growing ranks of Hong Kong’s typically conservative and publicity-shy bureaucrats have begun an unprecedented online dissent campaign against the city’s pro-Beijing leaders over their response to weeks of violent pro-democracy protests.
Multiple open letters have been signed by hundreds of anonymous civil servants in the past week condemning the administration of city leader Carrie Lam and the police.
A group of civil servants have also announced plans to hold a rally on Friday night -- something unheard of from a demographic that usually eschews politics.
The letters -- accompanied by photos of civil servant identity cards with personal details obscured -- bemoan Lam’s lack of leadership and refusal to compromise as her administration grapples with huge protests rocking the international finance hub.
Civil servants interviewed by AFP said they felt compelled to speak out after nearly two months of chaos that shows no signs of abating, with Lam seemingly unable -- or unwilling -- to find a solution and Beijing continuing to back her government.
Many decided to break their silence after a vicious attack on protesters by pro-government thugs and suspected triad members that left 45 people in hospital.
""I hope to use this letter to tell citizens that the people are our real bosses,"" a 30-year-old executive officer and anonymous signatory who only gave her surname Leung, told AFP.
""We need to use this special role of ours to make sure the government squarely faces and responds to issues.""

‘Speak up now’ 


An officer in her mid-twenties in the government’s food and environmental hygiene department said she planned to attend Friday’s rally because Lam’s administration had not shown ""a sliver of conscience"".
""If I don’t speak up now, I would be complicit in their abuses,"" she told AFP.
""The current government has lost its credibility and used the violence of the system and the police to suppress people’s voices and deprive them of their fundamental rights.""
The Hong Kong protests were triggered by a government proposal which would have allowed extraditions to mainland China, but have since evolved into a call for wider democratic reforms and a halt to sliding freedoms.
Beyond agreeing to suspend the extradition bill there have been few other concessions from Lam, who has kept a low profile and made few public appearances as clashes between police and protesters have escalated.
The protest movement already had broad support from within the city’s legal, religious and business communities.
But growing numbers of professional groups are now speaking out, from architects to flight attendants.
One of the letters published online focused on allegations that the police were too slow to respond to the suspected triad attacks and colluded with the assailants who were filmed leaving the scene unhindered.
""As part of the disciplinary forces, we are extremely ashamed. You have brought shame upon your own shoulders,"" read a statement by a group of firefighters and paramedics condemning police.

Extreme bullying


Chan, an employee in the government’s innovation and technology bureau who asked not to reveal his first name, said morale was low among his peers.
""It’s very hard not to speculate there’s a connection between police and triads,"" he said, adding the image of his profession had been ""seriously damaged"".
Police chiefs have forcefully denied allegations of collusion with triads, and said their officers were stretched thin by clashes with protests elsewhere that night.
Other letters penned by civil servants have taken aim at the government.
One described the authorities’ actions as ""extreme bullying and oppression"", while another threatened ""concrete industrial action, so that we could humbly join hands with the community at large"".
The food department officer, who has attended protests in recent weeks, said her colleagues have had little chance to discuss politics at work.
""Civil servants need to remain politically neutral when carrying out their duties,"" she said.
""But when we take off our uniforms after work and become Hong Kong citizens again... like everyone else we are anxious and angry towards this shameless government."" ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502955_89341186.jpg,world,"Civil servants interviewed by AFP said they felt compelled to speak out after nearly two months of chaos that shows no signs of abating, with Lam seemingly unable -- or unwilling -- to find a solution and Beijing continuing to back her government.",neutral
"Macron, Rouhani hold talks over Iran-US tensions","
PARIS (AFP) - French President Emmanuel Macron on Tuesday spoke with his Iranian counterpart Hassan Rouhani and reiterated his call for a de-escalation of tensions between Iran and the United States, the Elysee said.
""It is France s role to make every effort to ensure that all parties agree to a break and open negotiations,"" the French presidency said.
The 2015 deal over Iran s nuclear programme has begun to unravel since US President Donald Trump announced Washington was pulling out of the agreement last year and reimposed sanctions, to the dismay of European allies.
France, Britain and Germany were among the key players in the pact.
Macron had a ""long"" discussion with Rouhani during the French leader s annual holiday at his summer retreat, the medieval fort of Bregancon on France s Mediterranean coast, the Elysee said.
Macron ""recalled the need to initiate a de-escalation of tensions,"" it added.
Paris has engaged in intense diplomacy seeking to solve the current tensions, with Macron s foreign policy advisor Emmanuel Bonne twice visiting Tehran.
Russian President Vladimir Putin is due to visit Macron in Bregancon in mid-August ahead of a G7 summit in Biarritz which will present ""new opportunities to discuss the Iranian issue"", according to the Elysee.
 ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502945_12334774.jpg,world,"""It is France s role to make every effort to ensure that all parties agree to a break and open negotiations,"" the French presidency said.",neutral
US urges Germany to 'help secure' Strait of Hormuz,"
BERLIN (AFP) - The United States stepped up diplomatic pressure on Germany Tuesday to join efforts to secure the strategic Strait of Hormuz as tensions mount between Washington and Iran.
The request came after Britain last week ordered its navy to escort UK-flagged ships in the world s busiest oil shipping lane in response to Iranian soldiers seizing a tanker in the flashpoint entrance to the Gulf.
""We ve formally asked Germany to join France and the UK to help secure the Strait of Hormuz and combat Iranian aggression,"" said US embassy spokeswoman Tamara Sternberg-Greller in a statement.
""Members of the German government have been clear that freedom of navigation should be protected... Our question is, protected by whom?""
The US request is highly controversial in Germany, where many politicians fear any naval mission, especially one led by the US, could heighten the risk of conflict with Iran.
It comes at a time when US President Donald Trump regularly criticises Germany for what he considers its insufficient contribution to joint NATO defence.
Long-simmering tensions have spiked between Tehran and Washington since Trump unilaterally withdrew from the Iran nuclear deal last year and reimposed biting sanctions on the Islamic republic.
While other parties have since tried to salvage the accord, the US and Saudi Arabia have accused Iran of being behind multiple mysterious attacks on tankers in the Gulf in June, which Tehran denies.
Iran also shot down an unmanned US aircraft in June, after which Trump announced that he had called off retaliatory air strikes at the last minute because the resulting death toll would have been too high.
Since then a series of incidents involving oil tankers have heightened tensions.
Britain detained an Iranian tanker off its overseas territory of Gibraltar in early July for allegedly breaching EU sanctions on Syria.
In what many read as a tit-for-tat move, Iran s Revolutionary Guards two weeks later impounded a British-flagged tanker in the Strait of Hormuz.
Britain last week proposed a European-led protection force there, but has since suggested such a mission should involve the United States.
France said last week it was not willing to send extra military assets to the Gulf, but would share information and coordinate its currently deployed assets.
A German foreign ministry source said that the US had ""recently presented its concept for a maritime surveillance mission ... to a number of allies, including Germany, and asked for contributions"".
""The German government has taken note of this, but not promised to make any contribution.""
Foreign Minister Heiko Maas had ""repeatedly stressed that, in our view, the priority must be to de-escalate tensions and continue with diplomatic efforts,"" said the ministry source.
""We are working closely with France and the United Kingdom on this. We can rule out participation in the American strategy of maximum pressure.""
 ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502944_35044660.jpg,world,"The US request is highly controversial in Germany, where many politicians fear any naval mission, especially one led by the US, could heighten the risk of conflict with Iran.",neutral
Iran tanker captain says marines used 'brute force': BBC,"
MADRID (AFP) - The captain of an Iranian tanker seized in Gibraltar, provoking a diplomatic crisis between Tehran and London, has accused Royal Marines of unnecessary ""brute force"" when detaining the ship, the BBC reported Tuesday.
The supertanker was seized on July 4 by Gibraltar police and British special forces from the United Kingdom off the overseas British territory.
The ship was suspected of carrying oil to war-torn Syria in violation of EU sanctions.
In an interview with the BBC released Tuesday, the Indian captain, who asked to remain anonymous, said Royal Marines boarded the Grace 1 ship and made his unarmed crew kneel on deck at gunpoint.
In a statement, Britain s defence ministry said it ""was a standard boarding that was carried out in full compliance with international rules and norms"".
In the interview, the captain said that in the early hours of July 4, he was radioed a police request to board his ship and lowered his ladder.
But he said before anyone could board, a military helicopter landed on the ship and Royal Marines came on.
""They didn t care whether I was master...we had 28 unarmed crew. I was in a state of shock, everybody was in a state of shock,"" he was quoted as saying.
""How do you come on a ship like this with armed forces and such brute force. For what reason?,"" he asked. The marines could have simply boarded and told him he was under arrest, he added according to the BBC.
In a statement, police in Gibraltar said the military intervened to support them, ""applying the minimum use of force maxim"".
The Gibraltar government, meanwhile, said it had evidence contradicting the account of the captain, who has already been questioned.
It said it would make a fuller statement at a later stage ""setting out why the evidence now points even more clearly to the destination having been Baniyas,"" a Syrian refinery.
Iran has strongly condemned the seizure of the tanker.
In what London called a ""tit-for-tat"" move, Iran s Revolutionary Guards impounded a British-flagged tanker in the Strait of Hormuz two weeks later.
The detention of the 330-metre (1,000-feet) Grace 1 comes at a sensitive time in Iran-EU relations. Iran has announced it will no longer respect some limits set on its nuclear programme as per a 2015 deal, in retaliation for US sanctions.
 ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502943_68503732.jpg,world,"The marines could have simply boarded and told him he was under arrest, he added according to the BBC.",neutral
N. Korea fires two ballistic missiles: South,"
SEOUL (AFP) - Pyongyang fired two ballistic missiles on Wednesday, Seoul said, days after a similar launch that the nuclear-armed North described as a warning to the South over planned joint military drills with the United States.
The two devices were fired from the Wonsan area on the east coast at dawn and flew around 250 kilometres (155 miles), said South Korea s Joint Chiefs of Staff.
""We stress a series of missile launches do not help ease tensions in the Korean Peninsula and urge the North to refrain from such acts,"" they said in a statement.
The North is banned from ballistic missile launches under UN Security Council resolutions but it was the second such firing in less than a week, despite a meeting between leader Kim Jong Un and US President Donald Trump last month.
Pyongyang and Washington are engaged in a long-running diplomatic process over the North s nuclear and missile programmes that has seen three high-profile encounters between their leaders in the space of a year.
They agreed to resume talks during their impromptu June encounter in the Demilitarized Zone that divides the peninsula, but that working-level dialogue has yet to begin.
Pyongyang has warned the negotiations could be derailed by Washington and Seoul s refusal to scrap the annual manoeuvres between their forces.
The North has defied years of isolation and sanctions to develop its arsenal and has not given up any of its weapons, while proving itself adept at dragging out discussions.
US Secretary of State Mike Pompeo told reporters that the talks were taking ""a little bit longer"" than expected to start.
There was no immediate comment from Pyongyang on the latest launch, but Harry Kazianis of the Center for the National Interest in Washington said it was a warning to the two security allies to stop the exercises ""or we will continue to show off our own offensive military capabilities and raise tensions to a slow boil over time"".
The North will carry out more launches before the drills begin next week and again afterwards, he predicted.
""The only question is: would the Kim regime dare test an ICBM, or a long-range missile, that could hit the US homeland?""
Pyongyang said last Thursday s launches were of newly designed ""tactical guided weapons"" that were a ""solemn warning to the South Korean warmongers"" over the planned military drills with the US.
Washington stations nearly 30,000 troops in the South to defend it from its neighbour, which invaded in 1950.
The devices were widely described as ballistic missiles, including by the US-South Korean Combined Forces Command and the government in Seoul.
But Trump -- who has repeatedly touted his relationship with Kim, whose regime is widely accused of human rights abuses -- brushed off the North s bellicose language, saying it was warning Seoul rather than Washington.
""He didn t send a warning to the United States,"" Trump said. ""They have their disputes, the two of them have their disputes.""
The Korea Times condemned what it called the US president s ""willful ignorance"" in an editorial Tuesday, before the latest launches.
Trump ""gives the impression that he doesn t mind its missile launches as long as they are short-range, and not threatening the US"", it said.
""Such a way of thinking is frustrating -- and dangerous,"" it added. ""Most of all, he can give the wrong signal to the North that the US will not step in as long as it does not target the US mainland. What about US allies in Asia?""
 ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502941_69171157.jpg,world,"There was no immediate comment from Pyongyang on the latest launch, but Harry Kazianis of the Center for the National Interest in Washington said it was a warning to the two security allies to stop the exercises ""or we will continue to show off our own offensive military capabilities and raise tensions to a slow boil over time"".",neutral
Revolut launches free share trading in Europe,"
WARSAW (Reuters) - Digital finance business Revolut is launching a fee-free share-trading service in the UK and Europe on Thursday, seeking a slice of the brokerage-controlled market to continue the company’s rapid expansion.
The UK-based fintech start-up has revolutionised currency exchange in Europe, offering cheap transactions to businesses and individual consumers. The company says it has 6 million customers in the UK and Europe and has signed up half a million in Poland in a little more than a year.
Poland has been one of Revolut’s key battlegrounds, prompting domestic banks in the country to lower their exchange rates.
“It’s just a start of development of our offer of fee-free investment services,” CEO Nik Storonski said in a statement, referring to the push into share trading in Europe, with Revolut also planning to offer the service outside the European Economic Area.
“We will be broadening it to further markets and additional products in the near future.”
Fee-free share trading will be limited to only a few transactions for clients who hold free Revolut accounts, while those who pay for Revolut’s premium account will be allowed to perform 100 transactions a month without charge.",https://img.dunyanews.tv/news/2019/August/08-01-19/news_big_images/503189_69608735.jpg,business,"
WARSAW (Reuters) - Digital finance business Revolut is launching a fee-free share-trading service in the UK and Europe on Thursday, seeking a slice of the brokerage-controlled market to continue the company’s rapid expansion.",neutral
Pak Suzuki Motors increases price of Alto 660cc ,"
LAHORE (Dunya News) - Pak Suzuki Motor Company on Wednesday increased the price of new Alto 660cc with a revision of Rs136,000 to Rs138,000 taking effect from August 1, as reported by PakWheels.
Price of Alto VX increased from Rs999,000 to Rs1,135,000 where for Alto VXR it increased from Rs1,101,000 to Rs1,238,000 and for Alto VXL/AGS it increased from Rs1,295,000 to Rs1,433,000. 

Vitara GLX price has also increased from Rs4,295,000 to Rs4,990,000 with a revision of Rs695,000. 
Pak Suzuki Motor said that customers who have not submitted the balance payment within the tentative delivery time and all partial payment bookings are abiding to pay balance payment on new retail prices. 
The notification read that retail prices are inclusive of ex-factory price and freight charges incurred on vehicle to reach the dealership premises. Any government tax applicable will also be charged to the customer.  ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/503088_44918975.jpg,business,"
LAHORE (Dunya News) - Pak Suzuki Motor Company on Wednesday increased the price of new Alto 660cc with a revision of Rs136,000 to Rs138,000 taking effect from August 1, as reported by PakWheels.",neutral
"Rupee recovers, closes at 159.59 against dollar in interbank market","
KARACHI (Dunya News) – The Pakistani rupee on Wednesday further appreciated by 50 paisa against the US dollar and hit Rs159.59 in the interbank market. 
In the open market, the local currency followed the similar trend and gained 46 paisa to hit Rs159.59 against the greenback.
Yesterday, the rupee appreciated by 40 paisa against the US dollar in the interbank market, and hit Rs160.05.
In the previous week, the Pakistani rupee depreciated by 39 paisa against the greenback and closed at Rs160.58 in the interbank market on Friday.
In the open market, the greenback with slight fluctuation in the whole previous week maintained its value around Rs160.70.
The rupee has been observed to cumulatively depreciate against the US dollar, which in turn has resulted in increased prices of goods and hardships for the general public.
Earlier, the SBP let the rupee depreciate significantly in the inter-bank market after finalising an agreement with the International Monetary Fund (IMF) for a loan programme on May 12.
The IMF has asked Pakistan to end state control of the rupee and let the currency move freely to find its equilibrium against the US dollar.
On the other hand, the World Bank Group has also supported the idea of leaving the rupee free from state control in an attempt to give much-needed boost to exports and fix a faltering economy.
In previous weeks, the local currency has depreciated massively despite receiving the first tranche of $991.4 million from the International Monetary Fund (IMF).",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/503017_58689944.jpg,business,"In the open market, the local currency followed the similar trend and gained 46 paisa to hit Rs159.59 against the greenback.",neutral
Rupee recovers 30 paisa against US dollar in interbank,"
KARACHI (Dunya News) – The Pakistani rupee on Wednesday further appreciated by 30 paisa against the US dollar and hit Rs159.75 in the interbank market.
In the open market, the local currency followed the similar trend and gained 40 paisa to hit Rs160 against the greenback.
Yesterday, the rupee appreciated by 40 paisa against the US dollar in the interbank market, and hit Rs160.05.
In the previous week, the Pakistani rupee depreciated by 39 paisa against the greenback and closed at Rs160.58 in the interbank market on Friday.
In the open market, the greenback with slight fluctuation in the whole previous week maintained its value around Rs160.70.
The rupee has been observed to cumulatively depreciate against the US dollar, which in turn has resulted in increased prices of goods and hardships for the general public.
Earlier, the SBP let the rupee depreciate significantly in the inter-bank market after finalising an agreement with the International Monetary Fund (IMF) for a loan programme on May 12.
The IMF has asked Pakistan to end state control of the rupee and let the currency move freely to find its equilibrium against the US dollar.
On the other hand, the World Bank Group has also supported the idea of leaving the rupee free from state control in an attempt to give much-needed boost to exports and fix a faltering economy.
In previous weeks, the local currency has depreciated massively despite receiving the first tranche of $991.4 million from the International Monetary Fund (IMF).
The stringent conditions – on which the global moneylender has formally approved the bailout package of $6 billion for Pakistan – seem to have exerted more pressure on the local currency.
The gradual drop in the rupee had come due to high demand for the dollar against thin supply as the country continued to make aggressive international payments to partially pay off huge foreign debt and for imports.
Economists are of the view that effective measures must be implemented on the priority basis to recover the state from the balance of payment deficit.
Besides increased demand of the greenback in the local market, they have termed ‘balance of payments deficit’ as the main reason in the recent hike in the value of the US dollar.
Moreover, they consider that state’s exports and investment are required to grow significantly, and the imports must be reduced to remove pressure on the local currency.
According to experts, the government must ensure implementations on economic policies after the deal with the IMF.
It is anticipated that the US dollar rate would fluctuate for some time, and the value of the Pakistani rupee would stabilise after proper implementation of the economic policies.",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502998_16987210.jpg,business,"It is anticipated that the US dollar rate would fluctuate for some time, and the value of the Pakistani rupee would stabilise after proper implementation of the economic policies.",neutral
FBR clarifies new taxation system on sales of immoveable properties,"
ISLAMABAD (Dunya News) – Through the Finance Act, 2019, the holding period for taxation of capital gain of open plots has been increased to eight years and for constructed properties, it has been increased to four years, according to explanatory notification issued by the Federal Bureau of Revenue (FBR) regarding the new taxation system for selling open plots and constructed properties.
It further mentions that where the holding period does not exceed one year, the total amount of gain will be taxed, whereas the gain will be calculated by deducting the cost from the ‘consideration’ received.
If the holding period is more than one year but does not exceed eight years, in the case of open plot or four years in the case of constructed property, 75 percent of the capital gain will be taxed.
It has been further clarified that the form of immoveable property, whether open plot or constructed, will be determined at the time of sale of the property.
Read the details below:
",,business,"If the holding period is more than one year but does not exceed eight years, in the case of open plot or four years in the case of constructed property, 75 percent of the capital gain will be taxed.",neutral
